depmap_id,crispr_score,cell_line_name,cancer_type,lineage,is_dependency,gene_symbol
ACH-002239,0.1662113919525137,H3118,Salivary Carcinoma,Head and Neck,False,CLDN18
ACH-002399,0.0119511461586457,21NT,Invasive Breast Carcinoma,Breast,False,CLDN18
ACH-002538,-0.0255765988072253,SNU-1235,Colorectal Adenocarcinoma,Bowel,False,CLDN18
ACH-002650,-0.0124116211082005,ETCC-016,Non-Small Cell Lung Cancer,Lung,False,CLDN18
ACH-002690,-0.0756128777551037,OS526,Osteosarcoma,Bone,False,CLDN18
ACH-002710,-0.1034191007829716,MPNST-724,Nerve Sheath Tumor,Peripheral Nervous System,False,CLDN18
ACH-002711,-0.1990146989492454,UM-HACC-2A,Salivary Carcinoma,Head and Neck,False,CLDN18
ACH-000017,0.0190337704526451,SK-BR-3,Invasive Breast Carcinoma,Breast,False,CLDN18
ACH-000040,0.0787337125930637,U-118 MG,Diffuse Glioma,CNS/Brain,False,CLDN18
ACH-000041,-0.2041118310319002,RD-ES,Ewing Sarcoma,Bone,False,CLDN18
ACH-000086,0.0146762478280812,ACC-MESO-1,Pleural Mesothelioma,Pleura,False,CLDN18
ACH-000090,-0.1924484977450701,PC-3,Prostate Adenocarcinoma,Prostate,False,CLDN18
ACH-000151,0.0249996358283957,JM1,B-Cell Acute Lymphoblastic Leukemia,Lymphoid,False,CLDN18
ACH-000206,-0.1550349974898604,C8166,Non-Cancerous,Lymphoid,False,CLDN18
ACH-000207,-0.0627394355130796,Detroit 562,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CLDN18
ACH-000219,0.0028601111800882,A-375,Melanoma,Skin,False,CLDN18
ACH-000231,0.0750047618373521,KALS-1,Diffuse Glioma,CNS/Brain,False,CLDN18
ACH-000244,-0.0567143930689324,DK-MG,Diffuse Glioma,CNS/Brain,False,CLDN18
ACH-000246,-0.0160109212086255,SLR 23,Renal Cell Carcinoma,Kidney,False,CLDN18
ACH-000259,-0.0713322073579194,KELLY,Neuroblastoma,Peripheral Nervous System,False,CLDN18
ACH-000279,0.0710249177788448,EWS502,Ewing Sarcoma,Bone,False,CLDN18
ACH-000295,-0.0535373360547757,EM-2,Myeloproliferative Neoplasms,Myeloid,False,CLDN18
ACH-000296,-0.0816683931105092,OUMS-23,Colorectal Adenocarcinoma,Bowel,False,CLDN18
ACH-000316,-0.0622950597329669,SNU-886,Hepatocellular Carcinoma,Liver,False,CLDN18
ACH-000336,-0.0089766568510485,OCI-AML3,Acute Myeloid Leukemia,Myeloid,False,CLDN18
ACH-000367,-0.0286166793421064,NCI-H226,Pleural Mesothelioma,Pleura,False,CLDN18
ACH-000368,-0.0849762063056754,SNU-1105,Diffuse Glioma,CNS/Brain,False,CLDN18
ACH-000397,0.1432472254880238,TEN,Endometrial Carcinoma,Uterus,False,CLDN18
ACH-000420,-0.1515305216723035,SNU-449,Hepatocellular Carcinoma,Liver,False,CLDN18
ACH-000431,0.0186462700610914,NCI-H1694,Lung Neuroendocrine Tumor,Lung,False,CLDN18
ACH-000455,-0.0975833179944078,LN-428,Diffuse Glioma,CNS/Brain,False,CLDN18
ACH-000515,0.2071537264520867,HCC-33,Lung Neuroendocrine Tumor,Lung,False,CLDN18
ACH-000518,0.0506723805454868,CAL-33,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CLDN18
ACH-000527,0.0078283562726,OVISE,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CLDN18
ACH-000552,-0.0626599959034998,HT-29,Colorectal Adenocarcinoma,Bowel,False,CLDN18
ACH-000559,0.0242323891880358,NCI-H1836,Lung Neuroendocrine Tumor,Lung,False,CLDN18
ACH-000567,0.0450533639993712,ST486,Mature B-Cell Neoplasms,Lymphoid,False,CLDN18
ACH-000623,-0.1073406843896048,SNU-201,Diffuse Glioma,CNS/Brain,False,CLDN18
ACH-000632,0.0844233413686905,Hs 944.T,Melanoma,Skin,False,CLDN18
ACH-000639,-0.0730527307959067,NCI-H211,Lung Neuroendocrine Tumor,Lung,False,CLDN18
ACH-000661,0.1361882663591612,WM1799,Melanoma,Skin,False,CLDN18
ACH-000702,-0.1894015363043854,L-1236,Hodgkin Lymphoma,Lymphoid,False,CLDN18
ACH-000709,0.0382489029662128,KMRC-2,Renal Cell Carcinoma,Kidney,False,CLDN18
ACH-000732,-0.2645755691504319,PE/CA-PJ41 (clone D2),Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CLDN18
ACH-000749,-1.017615758717062,DMS 273,Lung Neuroendocrine Tumor,Lung,True,CLDN18
ACH-000796,-0.1060660798916717,MCAS,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CLDN18
ACH-000809,0.0355221352611445,KYSE-410,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,False,CLDN18
ACH-000819,-0.0784164085300544,LN-18,Diffuse Glioma,CNS/Brain,False,CLDN18
ACH-000832,-0.1423533230251482,CAL 27,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CLDN18
ACH-000867,-0.0456354656375949,ChaGo-K-1,Non-Small Cell Lung Cancer,Lung,False,CLDN18
ACH-000879,-0.0800000914434116,MFE-296,Endometrial Carcinoma,Uterus,False,CLDN18
ACH-000889,-0.0104539595476845,KMM-1,Mature B-Cell Neoplasms,Lymphoid,False,CLDN18
ACH-000948,0.0046241861147866,23132/87,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CLDN18
ACH-000959,-0.1769138803405817,SNU-C4,Colorectal Adenocarcinoma,Bowel,False,CLDN18
ACH-000972,-0.1018909054169067,HEC-151,Endometrial Carcinoma,Uterus,False,CLDN18
ACH-000978,-0.0823815131843376,EN,Endometrial Carcinoma,Uterus,False,CLDN18
ACH-000979,-0.1262904732210042,DU 145,Prostate Adenocarcinoma,Prostate,False,CLDN18
ACH-001001,0.0561717005041371,143B,Osteosarcoma,Bone,False,CLDN18
ACH-001099,0.1225473946285563,KD,Rhabdoid Cancer,Soft Tissue,False,CLDN18
ACH-001129,-0.1659442861268372,MONO-MAC-1,Acute Myeloid Leukemia,Myeloid,False,CLDN18
ACH-001192,0.1443157056522955,SK-NEP-1,Ewing Sarcoma,Bone,False,CLDN18
ACH-001205,0.0711126125528105,TC-32,Ewing Sarcoma,Bone,False,CLDN18
ACH-001229,-0.0861627926980661,UPCI-SCC-154,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CLDN18
ACH-001233,-0.0097382971317719,VMRC-LCD,Non-Small Cell Lung Cancer,Lung,False,CLDN18
ACH-001302,-0.0587347886181125,COG-N-305,Neuroblastoma,Peripheral Nervous System,False,CLDN18
ACH-001328,-0.1814165518315612,A-431,Cutaneous Squamous Cell Carcinoma,Skin,False,CLDN18
ACH-001331,0.0066937432679954,BICR 10,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CLDN18
ACH-001332,-0.4799884885579082,BICR 78,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CLDN18
ACH-001341,-0.1401389397251038,DoTc2 4510,Mixed Cervical Carcinoma,Cervix,False,CLDN18
ACH-001354,-0.169906454016681,LAN-2,Neuroblastoma,Peripheral Nervous System,False,CLDN18
ACH-001366,-0.0043861430889471,NGP,Neuroblastoma,Peripheral Nervous System,False,CLDN18
ACH-001377,0.0116929224875434,PACADD-137,Pancreatic Adenocarcinoma,Pancreas,False,CLDN18
ACH-001391,-0.4673400150134691,SUM-159PT,Invasive Breast Carcinoma,Breast,False,CLDN18
ACH-001399,-0.0530115598045313,SW 626,Colorectal Adenocarcinoma,Bowel,False,CLDN18
ACH-001408,-0.0848253182900982,UM-UC-14,Urethral Cancer,Bladder/Urinary Tract,False,CLDN18
ACH-001411,0.0015445094123707,UM-UC-5,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,False,CLDN18
ACH-001430,0.2180732462263586,TC-138,Ewing Sarcoma,Bone,False,CLDN18
ACH-001436,0.0409798738925422,1411H,Non-Seminomatous Germ Cell Tumor,Testis,False,CLDN18
ACH-001549,-0.0797611033723232,Lu-135,Lung Neuroendocrine Tumor,Lung,False,CLDN18
ACH-001634,0.1153878858459416,PGA-1,Mature B-Cell Neoplasms,Lymphoid,False,CLDN18
ACH-001641,-0.1865431890905101,SAT,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CLDN18
ACH-001664,-0.0726696255011784,SNU-638,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CLDN18
ACH-001750,-0.0833839568504057,TTC442,Rhabdomyosarcoma,Soft Tissue,False,CLDN18
ACH-001791,0.0653547951743081,LPS6,Liposarcoma,Soft Tissue,False,CLDN18
ACH-001839,0.0271954249590211,MGH-ICC13-7,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,False,CLDN18
ACH-001852,-0.0482076360079086,HKGZ-CC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,False,CLDN18
ACH-001861,-0.0280135277045226,TGBC1TKB,Intracholecystic Papillary Neoplasm,Biliary Tract,False,CLDN18
ACH-001990,0.0216343268724816,NZM7,Melanoma,Skin,False,CLDN18
ACH-002020,-0.0079052082436832,SKG-IIIa,Cervical Squamous Cell Carcinoma,Cervix,False,CLDN18
ACH-002067,0.0918625970960036,NOS-1,Osteosarcoma,Bone,False,CLDN18
ACH-002070,-0.0406352113483588,HKBMM,Meningothelial Tumor,CNS/Brain,False,CLDN18
ACH-002083,0.021513475274276,NB69,Neuroblastoma,Peripheral Nervous System,False,CLDN18
ACH-002114,-0.0688236398415238,EW-16,Ewing Sarcoma,Bone,False,CLDN18
ACH-002179,-0.0674742338208703,OCUB-M,Invasive Breast Carcinoma,Breast,False,CLDN18
ACH-002212,-0.0450602761225187,BB30-HNC,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CLDN18
ACH-002243,0.1173849795747059,HCE-4,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,False,CLDN18
ACH-002261,0.058521459430476,KP-N-YS,Neuroblastoma,Peripheral Nervous System,False,CLDN18
ACH-002304,-0.0920234296350075,SK-MG-1,Diffuse Glioma,CNS/Brain,False,CLDN18
ACH-002401,-0.1743308543408109,21MT-2,Invasive Breast Carcinoma,Breast,False,CLDN18
ACH-002458,-0.3954977161356599,HT144 SKIN FV1,Melanoma,Skin,False,CLDN18
ACH-002467,0.0392161814725577,RPE1-ss51,Non-Cancerous,Eye,False,CLDN18
ACH-002499,-0.0892597002417395,UACC-3199,Invasive Breast Carcinoma,Breast,False,CLDN18
ACH-002531,0.038056547488147,SNU-2535,Non-Small Cell Lung Cancer,Lung,False,CLDN18
ACH-002533,-0.0532286937466317,SNU-482,Renal Cell Carcinoma,Kidney,False,CLDN18
ACH-002681,0.0119525787121089,538-MG-BA,Diffuse Glioma,CNS/Brain,False,CLDN18
ACH-002847,-0.0122714662286409,YUHOIN,Melanoma,Skin,False,CLDN18
ACH-000023,-0.0313081720054944,PA-TU-8988T,Pancreatic Adenocarcinoma,Pancreas,False,CLDN18
ACH-000028,-0.0474889149312425,KPL-1,Invasive Breast Carcinoma,Breast,False,CLDN18
ACH-000047,0.0331216146935397,GCIY,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CLDN18
ACH-000060,-0.013740163888444,Panc 10.05,Pancreatic Adenocarcinoma,Pancreas,False,CLDN18
ACH-000092,-0.0471412423157744,NCI-H2452,Pleural Mesothelioma,Pleura,False,CLDN18
ACH-000137,-0.0467045783526472,8-MG-BA,Diffuse Glioma,CNS/Brain,False,CLDN18
ACH-000145,-0.1854219039558837,SK-LMS-1,Leiomyosarcoma,Soft Tissue,False,CLDN18
ACH-000146,0.0904076785879189,THP-1,Acute Myeloid Leukemia,Myeloid,False,CLDN18
ACH-000147,-0.0686160511938002,T-47D,Invasive Breast Carcinoma,Breast,False,CLDN18
ACH-000204,-0.0787188018913579,LP-1,Mature B-Cell Neoplasms,Lymphoid,False,CLDN18
ACH-000237,-0.1199390172856893,JHOM-1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CLDN18
ACH-000238,-0.1349891622102736,SCC-4,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CLDN18
ACH-000276,-0.3323074266404661,HCC38,Invasive Breast Carcinoma,Breast,False,CLDN18
ACH-000334,0.1412793573082332,DB,Mature B-Cell Neoplasms,Lymphoid,False,CLDN18
ACH-000337,0.0107931527248378,NCI-H3122,Non-Small Cell Lung Cancer,Lung,False,CLDN18
ACH-000343,-0.2821168735853347,NCI-H522,Non-Small Cell Lung Cancer,Lung,False,CLDN18
ACH-000352,0.047314454839827,HCC1428,Invasive Breast Carcinoma,Breast,False,CLDN18
ACH-000385,-0.2205058637662483,SK-RC-52,Renal Cell Carcinoma,Kidney,False,CLDN18
ACH-000415,-0.0783704866589826,BICR 6,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CLDN18
ACH-000436,-0.0557381624951749,OCI-My7,Mature B-Cell Neoplasms,Lymphoid,False,CLDN18
ACH-000438,0.0474671163269028,Lu-65,Non-Small Cell Lung Cancer,Lung,False,CLDN18
ACH-000461,-0.0118444152850263,SNU-1196,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,False,CLDN18
ACH-000469,-0.0985388157306127,YH-13,Diffuse Glioma,CNS/Brain,False,CLDN18
